bed1,bed2,jaccA,jaccB
BRCA1_hg38_c3.bed,ZFP64_hg38_c3.bed,0.153576,0.192993
CTCF_hg38_c3.bed,ZFP64_hg38_c3.bed,0.084055,0.112692
BRCA1_hg38_c3.bed,ZFP69B_hg38_c3.bed,0.146264,0.190847
CTCF_hg38_c3.bed,ZFP69B_hg38_c3.bed,0.046682,0.065721
BRCA1_hg38_c3.bed,ZFP69_hg38_c3.bed,0.145563,0.190125
CTCF_hg38_c3.bed,ZFP69_hg38_c3.bed,0.046829,0.065904
BRCA1_hg38_c3.bed,ZFP82_hg38_c3.bed,0.000953,0.001061
CTCF_hg38_c3.bed,ZFP82_hg38_c3.bed,0.000189,0.000235
BRCA1_hg38_c3.bed,ZFP90_hg38_c3.bed,0.000349,0.000409
CTCF_hg38_c3.bed,ZFP90_hg38_c3.bed,0.000050,0.000070
BRCA1_hg38_c3.bed,ZFP91_hg38_c3.bed,0.041616,0.054691
CTCF_hg38_c3.bed,ZFP91_hg38_c3.bed,0.009794,0.013891
BRCA1_hg38_c3.bed,ZFX_hg38_c3.bed,0.108525,0.142913
CTCF_hg38_c3.bed,ZFX_hg38_c3.bed,0.087306,0.113365
BRCA1_hg38_c3.bed,ZFY_hg38_c3.bed,0.154729,0.195390
CTCF_hg38_c3.bed,ZFY_hg38_c3.bed,0.053200,0.073608
BRCA1_hg38_c3.bed,ZGPAT_hg38_c3.bed,0.112792,0.143489
CTCF_hg38_c3.bed,ZGPAT_hg38_c3.bed,0.077607,0.108231
BRCA1_hg38_c3.bed,ZHX1_hg38_c3.bed,0.230970,0.278675
CTCF_hg38_c3.bed,ZHX1_hg38_c3.bed,0.066086,0.091783
BRCA1_hg38_c3.bed,ZHX2_hg38_c3.bed,0.178297,0.219971
CTCF_hg38_c3.bed,ZHX2_hg38_c3.bed,0.040414,0.057314
BRCA1_hg38_c3.bed,ZIC2_hg38_c3.bed,0.082784,0.103913
CTCF_hg38_c3.bed,ZIC2_hg38_c3.bed,0.013358,0.018876
BRCA1_hg38_c3.bed,ZIC5_hg38_c3.bed,0.060775,0.074624
CTCF_hg38_c3.bed,ZIC5_hg38_c3.bed,0.013211,0.017715
BRCA1_hg38_c3.bed,ZIK1_hg38_c3.bed,0.001354,0.001579
CTCF_hg38_c3.bed,ZIK1_hg38_c3.bed,0.000943,0.001247
BRCA1_hg38_c3.bed,ZIM3_hg38_c3.bed,0.014044,0.018608
CTCF_hg38_c3.bed,ZIM3_hg38_c3.bed,0.011175,0.013887
BRCA1_hg38_c3.bed,ZKSCAN1_hg38_c3.bed,0.162899,0.202216
CTCF_hg38_c3.bed,ZKSCAN1_hg38_c3.bed,0.074365,0.101289
BRCA1_hg38_c3.bed,ZKSCAN2_hg38_c3.bed,0.013049,0.016908
CTCF_hg38_c3.bed,ZKSCAN2_hg38_c3.bed,0.003338,0.004453
BRCA1_hg38_c3.bed,ZKSCAN3_hg38_c3.bed,0.000973,0.001217
CTCF_hg38_c3.bed,ZKSCAN3_hg38_c3.bed,0.000296,0.000412
BRCA1_hg38_c3.bed,ZKSCAN5_hg38_c3.bed,0.023939,0.031727
CTCF_hg38_c3.bed,ZKSCAN5_hg38_c3.bed,0.006273,0.008697
BRCA1_hg38_c3.bed,ZKSCAN8_hg38_c3.bed,0.009793,0.012845
CTCF_hg38_c3.bed,ZKSCAN8_hg38_c3.bed,0.004687,0.006667
BRCA1_hg38_c3.bed,ZMIZ1_hg38_c3.bed,0.145711,0.180151
CTCF_hg38_c3.bed,ZMIZ1_hg38_c3.bed,0.036710,0.051991
BRCA1_hg38_c3.bed,ZMYM2_hg38_c3.bed,0.007619,0.009306
CTCF_hg38_c3.bed,ZMYM2_hg38_c3.bed,0.001155,0.001574
BRCA1_hg38_c3.bed,ZMYM3_hg38_c3.bed,0.042647,0.060386
CTCF_hg38_c3.bed,ZMYM3_hg38_c3.bed,0.041243,0.053660
BRCA1_hg38_c3.bed,ZMYND11_hg38_c3.bed,0.067049,0.088768
CTCF_hg38_c3.bed,ZMYND11_hg38_c3.bed,0.018812,0.024895
BRCA1_hg38_c3.bed,ZMYND8_hg38_c3.bed,0.170453,0.210916
CTCF_hg38_c3.bed,ZMYND8_hg38_c3.bed,0.044824,0.063902
BRCA1_hg38_c3.bed,ZNF101_hg38_c3.bed,0.084096,0.111846
CTCF_hg38_c3.bed,ZNF101_hg38_c3.bed,0.014073,0.020991
BRCA1_hg38_c3.bed,ZNF10_hg38_c3.bed,0.117859,0.154015
CTCF_hg38_c3.bed,ZNF10_hg38_c3.bed,0.031379,0.044751
BRCA1_hg38_c3.bed,ZNF112_hg38_c3.bed,0.001240,0.001507
CTCF_hg38_c3.bed,ZNF112_hg38_c3.bed,0.000579,0.000757
BRCA1_hg38_c3.bed,ZNF114_hg38_c3.bed,0.003847,0.004748
CTCF_hg38_c3.bed,ZNF114_hg38_c3.bed,0.001242,0.001760
BRCA1_hg38_c3.bed,ZNF121_hg38_c3.bed,0.077091,0.107257
CTCF_hg38_c3.bed,ZNF121_hg38_c3.bed,0.035721,0.049935
BRCA1_hg38_c3.bed,ZNF124_hg38_c3.bed,0.001325,0.001632
CTCF_hg38_c3.bed,ZNF124_hg38_c3.bed,0.000247,0.000339
BRCA1_hg38_c3.bed,ZNF12_hg38_c3.bed,0.123604,0.162926
CTCF_hg38_c3.bed,ZNF12_hg38_c3.bed,0.065102,0.089402
BRCA1_hg38_c3.bed,ZNF132_hg38_c3.bed,0.001534,0.001925
CTCF_hg38_c3.bed,ZNF132_hg38_c3.bed,0.000280,0.000388
BRCA1_hg38_c3.bed,ZNF133_hg38_c3.bed,0.018167,0.023998
CTCF_hg38_c3.bed,ZNF133_hg38_c3.bed,0.006589,0.008711
BRCA1_hg38_c3.bed,ZNF134_hg38_c3.bed,0.034858,0.045821
CTCF_hg38_c3.bed,ZNF134_hg38_c3.bed,0.010133,0.014453
BRCA1_hg38_c3.bed,ZNF135_hg38_c3.bed,0.000731,0.001001
CTCF_hg38_c3.bed,ZNF135_hg38_c3.bed,0.000224,0.000302
BRCA1_hg38_c3.bed,ZNF136_hg38_c3.bed,0.000929,0.001061
CTCF_hg38_c3.bed,ZNF136_hg38_c3.bed,0.000546,0.000657
BRCA1_hg38_c3.bed,ZNF138_hg38_c3.bed,0.000938,0.001219
CTCF_hg38_c3.bed,ZNF138_hg38_c3.bed,0.000187,0.000250
BRCA1_hg38_c3.bed,ZNF140_hg38_c3.bed,0.011378,0.015097
CTCF_hg38_c3.bed,ZNF140_hg38_c3.bed,0.003522,0.004794
BRCA1_hg38_c3.bed,ZNF141_hg38_c3.bed,0.011974,0.015216
CTCF_hg38_c3.bed,ZNF141_hg38_c3.bed,0.004103,0.005256
BRCA1_hg38_c3.bed,ZNF142_hg38_c3.bed,0.172229,0.214184
CTCF_hg38_c3.bed,ZNF142_hg38_c3.bed,0.034641,0.048793
BRCA1_hg38_c3.bed,ZNF143_hg38_c3.bed,0.082282,0.109733
CTCF_hg38_c3.bed,ZNF143_hg38_c3.bed,0.193824,0.245518
BRCA1_hg38_c3.bed,ZNF146_hg38_c3.bed,0.051747,0.069410
CTCF_hg38_c3.bed,ZNF146_hg38_c3.bed,0.010313,0.014423
BRCA1_hg38_c3.bed,ZNF148_hg38_c3.bed,0.077392,0.095033
CTCF_hg38_c3.bed,ZNF148_hg38_c3.bed,0.028865,0.039154
BRCA1_hg38_c3.bed,ZNF154_hg38_c3.bed,0.000070,0.000077
CTCF_hg38_c3.bed,ZNF154_hg38_c3.bed,0.000024,0.000034
BRCA1_hg38_c3.bed,ZNF155_hg38_c3.bed,0.001355,0.001791
CTCF_hg38_c3.bed,ZNF155_hg38_c3.bed,0.000460,0.000643
BRCA1_hg38_c3.bed,ZNF157_hg38_c3.bed,0.010737,0.013520
CTCF_hg38_c3.bed,ZNF157_hg38_c3.bed,0.003501,0.004676
BRCA1_hg38_c3.bed,ZNF165_hg38_c3.bed,0.019519,0.024814
CTCF_hg38_c3.bed,ZNF165_hg38_c3.bed,0.003917,0.005595
BRCA1_hg38_c3.bed,ZNF169_hg38_c3.bed,0.010971,0.013809
CTCF_hg38_c3.bed,ZNF169_hg38_c3.bed,0.002593,0.003575
BRCA1_hg38_c3.bed,ZNF16_hg38_c3.bed,0.030875,0.039289
CTCF_hg38_c3.bed,ZNF16_hg38_c3.bed,0.007464,0.010411
BRCA1_hg38_c3.bed,ZNF174_hg38_c3.bed,0.003074,0.003871
CTCF_hg38_c3.bed,ZNF174_hg38_c3.bed,0.000493,0.000725
BRCA1_hg38_c3.bed,ZNF175_hg38_c3.bed,0.152821,0.188535
CTCF_hg38_c3.bed,ZNF175_hg38_c3.bed,0.067113,0.093134
BRCA1_hg38_c3.bed,ZNF17_hg38_c3.bed,0.152338,0.187982
CTCF_hg38_c3.bed,ZNF17_hg38_c3.bed,0.067613,0.093768
BRCA1_hg38_c3.bed,ZNF180_hg38_c3.bed,0.006345,0.007856
CTCF_hg38_c3.bed,ZNF180_hg38_c3.bed,0.001229,0.001649
BRCA1_hg38_c3.bed,ZNF182_hg38_c3.bed,0.013327,0.017798
CTCF_hg38_c3.bed,ZNF182_hg38_c3.bed,0.006643,0.008656
BRCA1_hg38_c3.bed,ZNF184_hg38_c3.bed,0.107079,0.134347
CTCF_hg38_c3.bed,ZNF184_hg38_c3.bed,0.037776,0.053189
BRCA1_hg38_c3.bed,ZNF189_hg38_c3.bed,0.145496,0.186852
CTCF_hg38_c3.bed,ZNF189_hg38_c3.bed,0.051223,0.072514
BRCA1_hg38_c3.bed,ZNF18_hg38_c3.bed,0.134977,0.171158
CTCF_hg38_c3.bed,ZNF18_hg38_c3.bed,0.089050,0.121486
BRCA1_hg38_c3.bed,ZNF195_hg38_c3.bed,0.000763,0.000916
CTCF_hg38_c3.bed,ZNF195_hg38_c3.bed,0.000404,0.000543
BRCA1_hg38_c3.bed,ZNF197_hg38_c3.bed,0.006659,0.008524
CTCF_hg38_c3.bed,ZNF197_hg38_c3.bed,0.001236,0.001786
BRCA1_hg38_c3.bed,ZNF19_hg38_c3.bed,0.012231,0.015880
CTCF_hg38_c3.bed,ZNF19_hg38_c3.bed,0.007570,0.009385
BRCA1_hg38_c3.bed,ZNF202_hg38_c3.bed,0.101614,0.125793
CTCF_hg38_c3.bed,ZNF202_hg38_c3.bed,0.020371,0.026933
BRCA1_hg38_c3.bed,ZNF205_hg38_c3.bed,0.005804,0.006076
CTCF_hg38_c3.bed,ZNF205_hg38_c3.bed,0.006950,0.007963
BRCA1_hg38_c3.bed,ZNF207_hg38_c3.bed,0.128573,0.164676
CTCF_hg38_c3.bed,ZNF207_hg38_c3.bed,0.038551,0.055193
BRCA1_hg38_c3.bed,ZNF211_hg38_c3.bed,0.001549,0.001898
CTCF_hg38_c3.bed,ZNF211_hg38_c3.bed,0.000535,0.000719
BRCA1_hg38_c3.bed,ZNF212_hg38_c3.bed,0.000087,0.000094
CTCF_hg38_c3.bed,ZNF212_hg38_c3.bed,0.000021,0.000024
BRCA1_hg38_c3.bed,ZNF213_hg38_c3.bed,0.103183,0.131570
CTCF_hg38_c3.bed,ZNF213_hg38_c3.bed,0.018515,0.026715
BRCA1_hg38_c3.bed,ZNF214_hg38_c3.bed,0.001162,0.001409
CTCF_hg38_c3.bed,ZNF214_hg38_c3.bed,0.000309,0.000413
BRCA1_hg38_c3.bed,ZNF215_hg38_c3.bed,0.023616,0.030430
CTCF_hg38_c3.bed,ZNF215_hg38_c3.bed,0.008866,0.012531
BRCA1_hg38_c3.bed,ZNF217_hg38_c3.bed,0.144376,0.174511
CTCF_hg38_c3.bed,ZNF217_hg38_c3.bed,0.095340,0.130950
BRCA1_hg38_c3.bed,ZNF221_hg38_c3.bed,0.005762,0.007207
CTCF_hg38_c3.bed,ZNF221_hg38_c3.bed,0.000702,0.001033
BRCA1_hg38_c3.bed,ZNF222_hg38_c3.bed,0.008558,0.011088
CTCF_hg38_c3.bed,ZNF222_hg38_c3.bed,0.001896,0.002807
BRCA1_hg38_c3.bed,ZNF223_hg38_c3.bed,0.020984,0.026502
CTCF_hg38_c3.bed,ZNF223_hg38_c3.bed,0.004159,0.005789
BRCA1_hg38_c3.bed,ZNF224_hg38_c3.bed,0.048650,0.063795
CTCF_hg38_c3.bed,ZNF224_hg38_c3.bed,0.006176,0.009290
BRCA1_hg38_c3.bed,ZNF225_hg38_c3.bed,0.000087,0.000085
CTCF_hg38_c3.bed,ZNF225_hg38_c3.bed,0.000062,0.000093
BRCA1_hg38_c3.bed,ZNF22_hg38_c3.bed,0.059214,0.081615
CTCF_hg38_c3.bed,ZNF22_hg38_c3.bed,0.021300,0.029148
BRCA1_hg38_c3.bed,ZNF232_hg38_c3.bed,0.165797,0.206226
CTCF_hg38_c3.bed,ZNF232_hg38_c3.bed,0.031628,0.044766
BRCA1_hg38_c3.bed,ZNF239_hg38_c3.bed,0.058639,0.074125
CTCF_hg38_c3.bed,ZNF239_hg38_c3.bed,0.015700,0.022506
BRCA1_hg38_c3.bed,ZNF23_hg38_c3.bed,0.161126,0.198646
CTCF_hg38_c3.bed,ZNF23_hg38_c3.bed,0.043058,0.060483
BRCA1_hg38_c3.bed,ZNF248_hg38_c3.bed,0.002065,0.002537
CTCF_hg38_c3.bed,ZNF248_hg38_c3.bed,0.000942,0.001239
BRCA1_hg38_c3.bed,ZNF24_hg38_c3.bed,0.124344,0.155750
CTCF_hg38_c3.bed,ZNF24_hg38_c3.bed,0.095279,0.130413
BRCA1_hg38_c3.bed,ZNF250_hg38_c3.bed,0.001305,0.001567
CTCF_hg38_c3.bed,ZNF250_hg38_c3.bed,0.000199,0.000273
BRCA1_hg38_c3.bed,ZNF253_hg38_c3.bed,0.002279,0.002740
CTCF_hg38_c3.bed,ZNF253_hg38_c3.bed,0.000415,0.000551
BRCA1_hg38_c3.bed,ZNF256_hg38_c3.bed,0.078030,0.101118
CTCF_hg38_c3.bed,ZNF256_hg38_c3.bed,0.009804,0.014634
BRCA1_hg38_c3.bed,ZNF257_hg38_c3.bed,0.068447,0.091299
CTCF_hg38_c3.bed,ZNF257_hg38_c3.bed,0.028548,0.038404
BRCA1_hg38_c3.bed,ZNF25_hg38_c3.bed,0.102636,0.135660
CTCF_hg38_c3.bed,ZNF25_hg38_c3.bed,0.035987,0.049048
BRCA1_hg38_c3.bed,ZNF260_hg38_c3.bed,0.020108,0.027528
CTCF_hg38_c3.bed,ZNF260_hg38_c3.bed,0.003245,0.004907
BRCA1_hg38_c3.bed,ZNF263_hg38_c3.bed,0.117082,0.151387
CTCF_hg38_c3.bed,ZNF263_hg38_c3.bed,0.105720,0.136176
BRCA1_hg38_c3.bed,ZNF264_hg38_c3.bed,0.106169,0.136755
CTCF_hg38_c3.bed,ZNF264_hg38_c3.bed,0.025252,0.036084
BRCA1_hg38_c3.bed,ZNF266_hg38_c3.bed,0.007363,0.009330
CTCF_hg38_c3.bed,ZNF266_hg38_c3.bed,0.002229,0.003036
BRCA1_hg38_c3.bed,ZNF267_hg38_c3.bed,0.002546,0.003324
CTCF_hg38_c3.bed,ZNF267_hg38_c3.bed,0.000380,0.000556
BRCA1_hg38_c3.bed,ZNF26_hg38_c3.bed,0.112016,0.145350
CTCF_hg38_c3.bed,ZNF26_hg38_c3.bed,0.113977,0.146923
BRCA1_hg38_c3.bed,ZNF273_hg38_c3.bed,0.055845,0.072253
CTCF_hg38_c3.bed,ZNF273_hg38_c3.bed,0.013259,0.018432
BRCA1_hg38_c3.bed,ZNF274_hg38_c3.bed,0.140499,0.180484
CTCF_hg38_c3.bed,ZNF274_hg38_c3.bed,0.064388,0.088793
BRCA1_hg38_c3.bed,ZNF276_hg38_c3.bed,0.156531,0.197369
CTCF_hg38_c3.bed,ZNF276_hg38_c3.bed,0.061667,0.085093
BRCA1_hg38_c3.bed,ZNF280A_hg38_c3.bed,0.047452,0.063721
CTCF_hg38_c3.bed,ZNF280A_hg38_c3.bed,0.011931,0.017315
BRCA1_hg38_c3.bed,ZNF280C_hg38_c3.bed,0.001371,0.001812
CTCF_hg38_c3.bed,ZNF280C_hg38_c3.bed,0.000577,0.000780
BRCA1_hg38_c3.bed,ZNF280D_hg38_c3.bed,0.042605,0.056574
CTCF_hg38_c3.bed,ZNF280D_hg38_c3.bed,0.008145,0.011821
BRCA1_hg38_c3.bed,ZNF281_hg38_c3.bed,0.085728,0.108072
CTCF_hg38_c3.bed,ZNF281_hg38_c3.bed,0.024829,0.034279
BRCA1_hg38_c3.bed,ZNF282_hg38_c3.bed,0.064189,0.079376
CTCF_hg38_c3.bed,ZNF282_hg38_c3.bed,0.013470,0.018914
BRCA1_hg38_c3.bed,ZNF283_hg38_c3.bed,0.029702,0.041274
CTCF_hg38_c3.bed,ZNF283_hg38_c3.bed,0.016693,0.021102
BRCA1_hg38_c3.bed,ZNF284_hg38_c3.bed,0.001393,0.001797
CTCF_hg38_c3.bed,ZNF284_hg38_c3.bed,0.000365,0.000509
BRCA1_hg38_c3.bed,ZNF285_hg38_c3.bed,0.000465,0.000607
CTCF_hg38_c3.bed,ZNF285_hg38_c3.bed,0.000413,0.000510
BRCA1_hg38_c3.bed,ZNF287_hg38_c3.bed,0.000775,0.000956
CTCF_hg38_c3.bed,ZNF287_hg38_c3.bed,0.000360,0.000440
BRCA1_hg38_c3.bed,ZNF28_hg38_c3.bed,0.102912,0.138213
CTCF_hg38_c3.bed,ZNF28_hg38_c3.bed,0.065130,0.086812
BRCA1_hg38_c3.bed,ZNF292_hg38_c3.bed,0.000587,0.000762
CTCF_hg38_c3.bed,ZNF292_hg38_c3.bed,0.000224,0.000286
BRCA1_hg38_c3.bed,ZNF2_hg38_c3.bed,0.066971,0.088303
CTCF_hg38_c3.bed,ZNF2_hg38_c3.bed,0.208580,0.264455
BRCA1_hg38_c3.bed,ZNF300_hg38_c3.bed,0.006202,0.007578
CTCF_hg38_c3.bed,ZNF300_hg38_c3.bed,0.009142,0.010759
BRCA1_hg38_c3.bed,ZNF302_hg38_c3.bed,0.003260,0.004310
CTCF_hg38_c3.bed,ZNF302_hg38_c3.bed,0.000906,0.001252
BRCA1_hg38_c3.bed,ZNF304_hg38_c3.bed,0.002441,0.003142
CTCF_hg38_c3.bed,ZNF304_hg38_c3.bed,0.000600,0.000815
BRCA1_hg38_c3.bed,ZNF30_hg38_c3.bed,0.066438,0.092708
CTCF_hg38_c3.bed,ZNF30_hg38_c3.bed,0.027348,0.037886
BRCA1_hg38_c3.bed,ZNF311_hg38_c3.bed,0.023968,0.030723
CTCF_hg38_c3.bed,ZNF311_hg38_c3.bed,0.009691,0.013546
BRCA1_hg38_c3.bed,ZNF316_hg38_c3.bed,0.019940,0.027041
CTCF_hg38_c3.bed,ZNF316_hg38_c3.bed,0.011259,0.014868
BRCA1_hg38_c3.bed,ZNF317_hg38_c3.bed,0.031206,0.042489
CTCF_hg38_c3.bed,ZNF317_hg38_c3.bed,0.021677,0.028740
BRCA1_hg38_c3.bed,ZNF318_hg38_c3.bed,0.029786,0.038125
CTCF_hg38_c3.bed,ZNF318_hg38_c3.bed,0.008038,0.011748
BRCA1_hg38_c3.bed,ZNF319_hg38_c3.bed,0.011203,0.014039
CTCF_hg38_c3.bed,ZNF319_hg38_c3.bed,0.004244,0.005501
BRCA1_hg38_c3.bed,ZNF320_hg38_c3.bed,0.037923,0.051203
CTCF_hg38_c3.bed,ZNF320_hg38_c3.bed,0.010790,0.015053
BRCA1_hg38_c3.bed,ZNF322_hg38_c3.bed,0.011331,0.014938
CTCF_hg38_c3.bed,ZNF322_hg38_c3.bed,0.003129,0.004335
BRCA1_hg38_c3.bed,ZNF324_hg38_c3.bed,0.164393,0.208901
CTCF_hg38_c3.bed,ZNF324_hg38_c3.bed,0.037604,0.055056
BRCA1_hg38_c3.bed,ZNF329_hg38_c3.bed,0.014774,0.019549
CTCF_hg38_c3.bed,ZNF329_hg38_c3.bed,0.002321,0.003449
BRCA1_hg38_c3.bed,ZNF331_hg38_c3.bed,0.011221,0.014928
CTCF_hg38_c3.bed,ZNF331_hg38_c3.bed,0.003348,0.004568
BRCA1_hg38_c3.bed,ZNF333_hg38_c3.bed,0.007207,0.009505
CTCF_hg38_c3.bed,ZNF333_hg38_c3.bed,0.001403,0.002065
BRCA1_hg38_c3.bed,ZNF335_hg38_c3.bed,0.101609,0.128149
CTCF_hg38_c3.bed,ZNF335_hg38_c3.bed,0.047771,0.067549
BRCA1_hg38_c3.bed,ZNF337_hg38_c3.bed,0.129974,0.166064
CTCF_hg38_c3.bed,ZNF337_hg38_c3.bed,0.022961,0.033438
BRCA1_hg38_c3.bed,ZNF33A_hg38_c3.bed,0.001392,0.001840
CTCF_hg38_c3.bed,ZNF33A_hg38_c3.bed,0.000292,0.000425
BRCA1_hg38_c3.bed,ZNF33B_hg38_c3.bed,0.000209,0.000303
CTCF_hg38_c3.bed,ZNF33B_hg38_c3.bed,0.000074,0.000097
BRCA1_hg38_c3.bed,ZNF341_hg38_c3.bed,0.133528,0.169732
CTCF_hg38_c3.bed,ZNF341_hg38_c3.bed,0.058828,0.080333
BRCA1_hg38_c3.bed,ZNF343_hg38_c3.bed,0.038172,0.049149
CTCF_hg38_c3.bed,ZNF343_hg38_c3.bed,0.005997,0.008645
BRCA1_hg38_c3.bed,ZNF34_hg38_c3.bed,0.132374,0.169634
CTCF_hg38_c3.bed,ZNF34_hg38_c3.bed,0.063393,0.086319
BRCA1_hg38_c3.bed,ZNF350_hg38_c3.bed,0.027965,0.036631
CTCF_hg38_c3.bed,ZNF350_hg38_c3.bed,0.005871,0.008505
BRCA1_hg38_c3.bed,ZNF354A_hg38_c3.bed,0.001448,0.001644
CTCF_hg38_c3.bed,ZNF354A_hg38_c3.bed,0.000392,0.000489
BRCA1_hg38_c3.bed,ZNF354B_hg38_c3.bed,0.005971,0.007850
CTCF_hg38_c3.bed,ZNF354B_hg38_c3.bed,0.001341,0.001934
BRCA1_hg38_c3.bed,ZNF354C_hg38_c3.bed,0.000747,0.000932
CTCF_hg38_c3.bed,ZNF354C_hg38_c3.bed,0.000194,0.000258
BRCA1_hg38_c3.bed,ZNF35_hg38_c3.bed,0.140925,0.178276
CTCF_hg38_c3.bed,ZNF35_hg38_c3.bed,0.061087,0.087006
BRCA1_hg38_c3.bed,ZNF362_hg38_c3.bed,0.045668,0.063230
CTCF_hg38_c3.bed,ZNF362_hg38_c3.bed,0.028754,0.039644
BRCA1_hg38_c3.bed,ZNF366_hg38_c3.bed,0.093071,0.122085
CTCF_hg38_c3.bed,ZNF366_hg38_c3.bed,0.050395,0.070551
BRCA1_hg38_c3.bed,ZNF37A_hg38_c3.bed,0.007599,0.009360
CTCF_hg38_c3.bed,ZNF37A_hg38_c3.bed,0.001280,0.001757
BRCA1_hg38_c3.bed,ZNF383_hg38_c3.bed,0.004822,0.005910
CTCF_hg38_c3.bed,ZNF383_hg38_c3.bed,0.001107,0.001460
BRCA1_hg38_c3.bed,ZNF384_hg38_c3.bed,0.107816,0.140155
CTCF_hg38_c3.bed,ZNF384_hg38_c3.bed,0.062073,0.084724
BRCA1_hg38_c3.bed,ZNF391_hg38_c3.bed,0.147982,0.188579
CTCF_hg38_c3.bed,ZNF391_hg38_c3.bed,0.025942,0.037614
BRCA1_hg38_c3.bed,ZNF394_hg38_c3.bed,0.132616,0.174063
CTCF_hg38_c3.bed,ZNF394_hg38_c3.bed,0.034276,0.049591
BRCA1_hg38_c3.bed,ZNF395_hg38_c3.bed,0.019434,0.025594
CTCF_hg38_c3.bed,ZNF395_hg38_c3.bed,0.004608,0.006836
BRCA1_hg38_c3.bed,ZNF397_hg38_c3.bed,0.014879,0.018790
CTCF_hg38_c3.bed,ZNF397_hg38_c3.bed,0.002724,0.003883
BRCA1_hg38_c3.bed,ZNF398_hg38_c3.bed,0.102313,0.127451
CTCF_hg38_c3.bed,ZNF398_hg38_c3.bed,0.037134,0.051053
BRCA1_hg38_c3.bed,ZNF3_hg38_c3.bed,0.067284,0.090354
CTCF_hg38_c3.bed,ZNF3_hg38_c3.bed,0.184139,0.236652
BRCA1_hg38_c3.bed,ZNF404_hg38_c3.bed,0.001605,0.002050
CTCF_hg38_c3.bed,ZNF404_hg38_c3.bed,0.000383,0.000519
BRCA1_hg38_c3.bed,ZNF407_hg38_c3.bed,0.117467,0.153348
CTCF_hg38_c3.bed,ZNF407_hg38_c3.bed,0.078124,0.106271
BRCA1_hg38_c3.bed,ZNF408_hg38_c3.bed,0.000924,0.001179
CTCF_hg38_c3.bed,ZNF408_hg38_c3.bed,0.000139,0.000195
BRCA1_hg38_c3.bed,ZNF410_hg38_c3.bed,0.012137,0.015389
CTCF_hg38_c3.bed,ZNF410_hg38_c3.bed,0.004177,0.005628
BRCA1_hg38_c3.bed,ZNF416_hg38_c3.bed,0.002810,0.003832
CTCF_hg38_c3.bed,ZNF416_hg38_c3.bed,0.000549,0.000792
BRCA1_hg38_c3.bed,ZNF417_hg38_c3.bed,0.001791,0.002332
CTCF_hg38_c3.bed,ZNF417_hg38_c3.bed,0.000698,0.000875
BRCA1_hg38_c3.bed,ZNF418_hg38_c3.bed,0.001245,0.001541
CTCF_hg38_c3.bed,ZNF418_hg38_c3.bed,0.000408,0.000533
BRCA1_hg38_c3.bed,ZNF41_hg38_c3.bed,0.040635,0.052242
CTCF_hg38_c3.bed,ZNF41_hg38_c3.bed,0.013364,0.018389
BRCA1_hg38_c3.bed,ZNF423_hg38_c3.bed,0.061931,0.076993
CTCF_hg38_c3.bed,ZNF423_hg38_c3.bed,0.013434,0.018875
BRCA1_hg38_c3.bed,ZNF425_hg38_c3.bed,0.016257,0.021446
CTCF_hg38_c3.bed,ZNF425_hg38_c3.bed,0.005527,0.007521
BRCA1_hg38_c3.bed,ZNF426_hg38_c3.bed,0.004535,0.005814
CTCF_hg38_c3.bed,ZNF426_hg38_c3.bed,0.001767,0.002208
BRCA1_hg38_c3.bed,ZNF429_hg38_c3.bed,0.007652,0.010217
CTCF_hg38_c3.bed,ZNF429_hg38_c3.bed,0.002572,0.003437
BRCA1_hg38_c3.bed,ZNF430_hg38_c3.bed,0.000960,0.001209
CTCF_hg38_c3.bed,ZNF430_hg38_c3.bed,0.000178,0.000248
BRCA1_hg38_c3.bed,ZNF431_hg38_c3.bed,0.001186,0.001597
CTCF_hg38_c3.bed,ZNF431_hg38_c3.bed,0.000245,0.000359
BRCA1_hg38_c3.bed,ZNF432_hg38_c3.bed,0.000994,0.001288
CTCF_hg38_c3.bed,ZNF432_hg38_c3.bed,0.000168,0.000239
BRCA1_hg38_c3.bed,ZNF433_hg38_c3.bed,0.001644,0.002224
CTCF_hg38_c3.bed,ZNF433_hg38_c3.bed,0.000653,0.000844
BRCA1_hg38_c3.bed,ZNF436_hg38_c3.bed,0.008233,0.010263
CTCF_hg38_c3.bed,ZNF436_hg38_c3.bed,0.003259,0.004151
BRCA1_hg38_c3.bed,ZNF440_hg38_c3.bed,0.009554,0.011710
CTCF_hg38_c3.bed,ZNF440_hg38_c3.bed,0.004735,0.005984
BRCA1_hg38_c3.bed,ZNF441_hg38_c3.bed,0.041648,0.053554
CTCF_hg38_c3.bed,ZNF441_hg38_c3.bed,0.006278,0.009030
BRCA1_hg38_c3.bed,ZNF444_hg38_c3.bed,0.135847,0.171300
CTCF_hg38_c3.bed,ZNF444_hg38_c3.bed,0.053167,0.075070
BRCA1_hg38_c3.bed,ZNF445_hg38_c3.bed,0.013873,0.017595
CTCF_hg38_c3.bed,ZNF445_hg38_c3.bed,0.005554,0.007314
BRCA1_hg38_c3.bed,ZNF449_hg38_c3.bed,0.118993,0.153248
CTCF_hg38_c3.bed,ZNF449_hg38_c3.bed,0.028949,0.040905
BRCA1_hg38_c3.bed,ZNF44_hg38_c3.bed,0.150451,0.187921
